,Season,DayNum,Team1,Team2,y,SeedNum1,SeedNum2,SeedDiff
1284,2023,138,1104,1268,1,1,8,-7
1285,2023,138,1116,1242,1,8,1,7
1286,2023,138,1120,1222,0,9,1,8
1287,2023,138,1281,1343,0,7,15,-8
1288,2023,138,1202,1361,0,13,5,8
1289,2023,138,1181,1397,0,5,4,1
1290,2023,138,1336,1400,0,10,2,8
1291,2023,138,1321,1417,0,7,2,5
1292,2023,139,1163,1388,1,4,5,-1
1293,2023,139,1124,1166,0,3,6,-3
1294,2023,139,1192,1194,0,16,9,7
1295,2023,139,1211,1395,1,3,6,-3
1296,2023,139,1243,1246,1,3,6,-3
1297,2023,139,1231,1274,0,4,5,-1
1298,2023,139,1266,1277,0,2,7,-5
1299,2023,139,1338,1462,0,11,3,8
1300,2023,143,1116,1163,0,8,4,4
1301,2023,143,1194,1397,1,9,4,5
1302,2023,143,1211,1417,1,3,2,1
1303,2023,143,1243,1277,1,3,7,-4
1304,2023,144,1166,1343,1,6,15,-9
1305,2023,144,1222,1274,0,1,5,-4
1306,2023,144,1104,1361,0,1,5,-4
1307,2023,144,1400,1462,1,2,3,-1
1308,2023,145,1163,1211,1,4,3,1
1309,2023,145,1194,1243,1,9,3,6
1310,2023,146,1274,1400,1,5,2,3
1311,2023,146,1166,1361,0,6,5,1
1312,2023,152,1163,1274,1,4,5,-1
1313,2023,152,1194,1361,0,9,5,4
1314,2023,154,1163,1361,1,4,5,-1
1315,2024,134,1161,1438,1,10,10,0
1316,2024,134,1224,1447,0,16,16,0
1317,2024,135,1129,1160,0,10,10,0
1318,2024,135,1212,1286,1,16,16,0
1319,2024,136,1112,1253,1,2,15,-13
1320,2024,136,1103,1166,0,14,3,11
1321,2024,136,1173,1305,1,7,10,-3
1322,2024,136,1140,1182,0,6,11,-5
1323,2024,136,1211,1270,1,5,12,-7
1324,2024,136,1228,1287,1,3,14,-11
1325,2024,136,1235,1355,1,2,15,-13
1326,2024,136,1242,1359,1,4,13,-9
1327,2024,136,1277,1280,1,9,8,1
1328,2024,136,1301,1403,1,11,6,5
1329,2024,136,1314,1447,1,1,16,-15
1330,2024,136,1246,1324,0,3,14,-11
1331,2024,136,1332,1376,1,11,6,5
1332,2024,136,1389,1397,0,15,2,13
1333,2024,136,1161,1400,0,10,7,3
1334,2024,136,1179,1450,0,10,7,3
1335,2024,137,1104,1158,1,4,13,-9
1336,2024,137,1124,1159,1,3,14,-11
1337,2024,137,1155,1307,1,6,11,-5
1338,2024,137,1160,1196,1,10,7,3
1339,2024,137,1163,1391,1,1,16,-15
1340,2024,137,1181,1436,1,4,13,-9
1341,2024,137,1213,1388,1,12,5,7
1342,2024,137,1222,1255,1,1,16,-15
1343,2024,137,1241,1458,1,12,5,7
1344,2024,137,1266,1443,1,2,15,-13
1345,2024,137,1194,1321,0,8,9,-1
1346,2024,137,1212,1345,0,16,1,15
1347,2024,137,1361,1412,1,5,12,-7
1348,2024,137,1304,1401,0,8,9,-1
1349,2024,137,1395,1429,0,9,8,1
1350,2024,137,1120,1463,0,4,13,-9
1351,2024,138,1112,1173,1,2,7,-5
1352,2024,138,1166,1332,1,3,11,-8
1353,2024,138,1211,1242,1,5,4,1
1354,2024,138,1182,1228,0,11,3,8
1355,2024,138,1235,1450,1,2,7,-5
1356,2024,138,1301,1324,1,11,14,-3
1357,2024,138,1277,1314,0,9,1,8
1358,2024,138,1397,1400,1,2,7,-5
1359,2024,139,1104,1213,1,4,12,-8
1360,2024,139,1124,1155,0,3,6,-3
1361,2024,139,1163,1321,1,1,9,-8
1362,2024,139,1181,1241,1,4,12,-8
1363,2024,139,1222,1401,1,1,9,-8
1364,2024,139,1160,1266,0,10,2,8
1365,2024,139,1345,1429,1,1,8,-7
1366,2024,139,1361,1463,1,5,13,-8
1367,2024,143,1104,1314,1,4,1,3
1368,2024,143,1112,1155,0,2,6,-4
1369,2024,143,1163,1361,1,1,5,-4
1370,2024,143,1228,1235,1,3,2,1
1371,2024,144,1181,1222,1,4,1,3
1372,2024,144,1266,1301,0,2,11,-9
1373,2024,144,1211,1345,0,5,1,4
1374,2024,144,1166,1397,0,3,2,1
1375,2024,145,1104,1155,1,4,6,-2
1376,2024,145,1163,1228,1,1,3,-2
1377,2024,146,1181,1301,0,4,11,-7
1378,2024,146,1345,1397,1,1,2,-1
1379,2024,152,1104,1163,0,4,1,3
1380,2024,152,1301,1345,0,11,1,10
1381,2024,154,1163,1345,1,1,1,0
1382,2025,134,1106,1384,1,16,16,0
1383,2025,134,1314,1361,1,11,11,0
1384,2025,135,1110,1291,0,16,16,0
1385,2025,135,1400,1462,0,11,11,0
1386,2025,136,1116,1242,1,10,7,3
1387,2025,136,1106,1120,0,16,1,15
1388,2025,136,1140,1433,1,6,11,-5
1389,2025,136,1166,1257,1,9,8,1
1390,2025,136,1179,1281,1,11,6,5
1391,2025,136,1208,1211,0,9,8,1
1392,2025,136,1188,1222,0,16,1,15
1393,2025,136,1155,1270,0,5,12,-7
1394,2025,136,1276,1471,1,5,12,-7
1395,2025,136,1219,1345,0,13,4,9
1396,2025,136,1303,1385,0,15,2,13
1397,2025,136,1397,1459,1,2,15,-13
1398,2025,136,1401,1463,1,4,13,-9
1399,2025,136,1403,1423,1,3,14,-11
1400,2025,136,1417,1429,1,7,10,-3
1401,2025,136,1285,1458,0,14,3,11
1402,2025,137,1104,1352,1,2,15,-13
1403,2025,137,1103,1112,0,13,4,9
1404,2025,137,1124,1280,1,9,8,1
1405,2025,137,1161,1272,1,12,5,7
1406,2025,137,1163,1328,1,8,9,-1
1407,2025,137,1181,1291,1,1,16,-15
1408,2025,137,1196,1313,1,1,16,-15
1409,2025,137,1228,1462,1,6,11,-5
1410,2025,137,1235,1252,1,3,14,-11
1411,2025,137,1246,1407,1,3,14,-11
1412,2025,137,1213,1268,0,13,4,9
1413,2025,137,1136,1277,0,15,2,13
1414,2025,137,1279,1314,1,6,11,-5
1415,2025,137,1266,1307,0,7,10,-3
1416,2025,137,1251,1332,0,12,5,7
1417,2025,137,1388,1435,1,7,10,-3
1418,2025,138,1116,1385,1,10,2,8
1419,2025,138,1120,1166,1,1,9,-8
1420,2025,138,1140,1458,1,6,3,3
1421,2025,138,1211,1222,0,8,1,7
1422,2025,138,1276,1401,1,5,4,1
1423,2025,138,1270,1345,0,12,4,8
1424,2025,138,1397,1417,1,2,7,-5
1425,2025,138,1179,1403,0,11,3,8
1426,2025,139,1104,1388,1,2,7,-5
1427,2025,139,1112,1332,1,4,5,-1
1428,2025,139,1124,1181,0,9,1,8
1429,2025,139,1163,1196,0,8,1,7
1430,2025,139,1228,1246,0,6,3,3
1431,2025,139,1161,1268,0,12,4,8
1432,2025,139,1277,1307,1,2,10,-8
1433,2025,139,1235,1279,0,3,6,-3
1434,2025,143,1104,1140,1,2,6,-4
1435,2025,143,1112,1181,0,4,1,3
1436,2025,143,1196,1268,1,1,4,-3
1437,2025,143,1116,1403,0,10,3,7
1438,2025,144,1120,1276,1,1,5,-4
1439,2025,144,1222,1345,1,1,4,-3
1440,2025,144,1277,1279,1,2,6,-4
1441,2025,144,1246,1397,0,3,2,1
1442,2025,145,1104,1181,0,2,1,1
1443,2025,145,1196,1403,1,1,3,-2
1444,2025,146,1120,1277,1,1,2,-1
1445,2025,146,1222,1397,1,1,2,-1
1446,2025,152,1120,1196,0,1,1,0
1447,2025,152,1181,1222,0,1,1,0
1448,2025,154,1196,1222,1,1,1,0
